,Unnamed: 0,incident_id,title,short_desc,date,location,tags,lat,lng
1163,1163,incident_12214, sexual invite ," everyday when a girl has been sent to the shop she is being disturbs y a man  
						  More Information »
« Less Information
",2019-03-06 11:03:00,"Makina, Nairobi, Kenya",Sexual Invites,-1.3084665,36.783297
1164,1164,incident_12162, sexual invite ," there is a boy who is disturbing a girl in the same class  
						  More Information »
« Less Information
",2019-03-06 11:03:00,"Laini Saba, Nairobi, Kenya",Sexual Invites,-1.3121712,36.7940684
1165,1165,incident_12161, sexual invite ," there is a boy who is disturbing a girl in the same class  
						  More Information »
« Less Information
",2019-03-06 11:03:00,"Laini Saba, Nairobi, Kenya",Sexual Invites,-1.3121712,36.7940684
1166,1166,incident_12113, Sexual Harassment ," A grade six boy calling a girl sweet baby every time she passes  
						  More Information »
« Less Information
",2019-03-06 11:02:00,"Kibera slum, Nairobi, Kenya",Commenting,-1.3122173,36.7913757
1167,1167,incident_12112, Sexual Harassment ," A grade six boy calling a girl sweet baby every time she passes  
						  More Information »
« Less Information
",2019-03-06 11:02:00,"Kibera slum, Nairobi, Kenya",Commenting,-1.3122173,36.7913757
1168,1168,incident_12159, sexual invite ," a girl is complaining that they are being caned on the buttocks thoroughly by one of the teachers  
						  More Information »
« Less Information
",2019-03-06 10:29:00,"Kibera slum, Nairobi, Kenya",Sexual Invites,-1.3122173,36.7913757
1169,1169,incident_12114, Sexual Harassment ," A teacher caining/beating  girls on buttocks  
						  More Information »
« Less Information
",2019-03-06 01:02:00,"Kibera slum, Nairobi, Kenya",Sexual Invites,-1.3122173,36.7913757
1170,1170,incident_12302, Sunway pyramid mall ," not me, but a close friend of mine and i was there. some guys were lounging at the car park and kept hooting and hollering while making crude...  
						  More Information »
« Less Information
",2019-03-01 13:00:00,"3, Jalan PJS 11/15, Bandar Sunway, 47500 Subang Jaya, Selangor, Malaysia",Catcalls/Whistles,3.0727104,101.6078861
1171,1171,incident_12115, Sexual Harassment ," A older boy disturbing girls always touching them.  
						  More Information »
« Less Information
",2019-02-28 16:00:00,"Kibera slum, Nairobi, Kenya",Sexual Invites,-1.3122173,36.7913757
1172,1172,incident_12187, sexual invite ," there is a  boy who likes disturbing a girl and even follows her everywhere she goes  
						  More Information »
« Less Information
",2019-02-27 13:15:00,"Makina, Nairobi, Kenya",Sexual Invites,-1.3084665,36.783297
1173,1173,incident_12285, Outside Pavillion ," I was accompanying my brother to smoke, and the stares from the males made me feel uncomfortable  
						  More Information »
« Less Information
",2019-02-20 19:00:00,"2, Jalan Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Ogling/Facial Expressions/Staring,3.1444612,101.7081444
1174,1174,incident_12201, sexual invite ," a boy is following a girl in  the same school  
						  More Information »
« Less Information
",2019-02-17 19:00:00,"Makina, Nairobi, Kenya",Sexual Invites,-1.3084665,36.783297
1175,1175,incident_12171, sexual invite ," there is a man who is forcing a a girl to love him and she do not want and even threatens to kill her with an axe, panga or knife if she don,t...  
						  More Information »
« Less Information
",2019-02-14 16:00:00,"Laini Saba, Nairobi, Kenya",Sexual Invites,-1.3121712,36.7940684
1176,1176,incident_12165, sexual invite ," a girl was in a relationship with a boy,and they break up due to how people are talking about there relationships then,the boy started bullying...  
						  More Information »
« Less Information
",2019-02-14 16:00:00,"Laini Saba, Nairobi, Kenya",Sexual Invites,-1.3121712,36.7940684
1177,1177,incident_12193, sexual invite ," a girl is complaining that she is being disturbed by a boy  
						  More Information »
« Less Information
",2019-02-12 13:26:00,"Makina, Nairobi, Kenya",Sexual Invites,-1.3084665,36.783297
1178,1178,incident_12151, eveteasing ," A girl senior from me who lived in my apartment was harassed by group of boys. Everdag they form a group with their bike and harass her by whistling,...  
						  More Information »
« Less Information
",2019-02-10 14:00:00,"Chanakya Puri, Danapur Nizamat, Patna, Bihar 801503, India",Catcalls/Whistles,25.625227,85.0532212
1179,1179,incident_12212, sexual invite ," there is a man who like following following a girl and she is afraid of telling her parents  
						  More Information »
« Less Information
",2019-02-05 14:57:00,"Makina, Nairobi, Kenya",Sexual Invites,-1.3084665,36.783297
1180,1180,incident_12168, indecent exposure ," prefects two are in love in the same class and they make a lot of  noise when in class ,they even go to the toilet together  
						  More Information »
« Less Information
",2019-02-05 13:00:00,"Laini Saba, Nairobi, Kenya",Indecent exposure,-1.3121712,36.7940684
1181,1181,incident_12103, rape ," A girl was defiled or raped with three  men  for three days and was almost dying because of the pain she undergone but got pregnant but she...  
						  More Information »
« Less Information
",2019-01-25 13:58:00,"joysprings school,kibera nairobi",Rape / Sexual Assault,-1.299995,36.7956072
1182,1182,incident_12102, touchings ," a girl is being harassed with boys they touch her on the private parts and if she refuses they beat her up and threaten her up  
						  More Information »
« Less Information
",2019-01-25 13:49:00,"joysprings school,kibera nairobi",Touching /Groping,-1.299995,36.7956072
1183,1183,incident_12101, touchings ," some boys like pulling and touching a girl in a corridor when she has been sent to the shop  
						  More Information »
« Less Information
",2019-01-25 13:46:00,"joysprings school,kibera nairobi",Touching /Groping,-1.299995,36.7956072
1184,1184,incident_12100, sexual invite ," A girl is being forced to have sex with her biological farther and she is requesting for help  
						  More Information »
« Less Information
",2019-01-25 13:38:00,"joysprings school,kibera nairobi",Sexual Invites,-1.299995,36.7956072
1185,1185,incident_12099, sexual invite ," A girl is being  forced to have sex with her uncle so that he can buy sanitary towels for the girl  
						  More Information »
« Less Information
",2019-01-25 13:29:00,"joysprings school,kibera nairobi",Sexual Invites,-1.299995,36.7956072
1186,1186,incident_12098, touchings ," There are some boys who like touching girls on the buttocks and breast  
						  More Information »
« Less Information
",2019-01-25 13:15:00,Olympic Kibera nairobi,Touching /Groping,-1.3124478,36.7779108
1187,1187,incident_12097, sexual invite ," there are some boys who normally wait for a girl when she is from school and want to touch her breast.They told  her if she refuses they will...  
						  More Information »
« Less Information
",2019-01-25 13:09:00,Olympic Kibera nairobi,Touching /Groping,-1.3124478,36.7779108
1188,1188,incident_12096, Rape ," A young woman going to Toi market was raped at Karanja Road  
						  More Information »
« Less Information
",2019-01-24 13:31:00,"Karanja Road, Kibera, Nairobi",Rape / Sexual Assault,-1.3112898,36.7827921
1189,1189,incident_12093, rape ," a girl was forced to have sex  
						  More Information »
« Less Information
",2019-01-22 13:31:00,Olympic Kibera,Rape / Sexual Assault,-1.3124478,36.7779108
1190,1190,incident_12095, catcalls ," some boys do call a girl wherever they meet her and they also run after her  but the girl usually hide where she cant be seen by them and the...  
						  More Information »
« Less Information
",2019-01-22 13:13:00,Olympic Kibera nairobi,Catcalls/Whistles,-1.3124478,36.7779108
1191,1191,incident_12094, sexual invite ," a girl is asking  that is it right to have sex when you are in your menses  
						  More Information »
« Less Information
",2019-01-22 13:01:00,Olympic Kibera nairobi,Sexual Invites,-1.3124478,36.7779108
1192,1192,incident_12174, sexual invite ," there is a boy who like disturbing a girl and her friends and they do not know what  he is after  
						  More Information »
« Less Information
",2019-01-11 12:15:00,"Laini Saba, Nairobi, Kenya",Sexual Invites,-1.3121712,36.7940684
1193,1193,incident_12182, sexual invite ," there is a boy  who follows a girl when she is from school and even if the girl runs he follows her  
						  More Information »
« Less Information
",2019-01-07 13:01:00,"Makina, Nairobi, Kenya",Sexual Invites,-1.3084665,36.783297
1194,1194,incident_12309, SEXUAL HARASSMENT ," A middle aged guy groped me in bus  
						  More Information »
« Less Information
",2018-12-15 18:00:00,"75, Pollachi - Udumalpet Rd, Puliampatti, Pollachi, Tamil Nadu 642001, India",Touching /Groping,10.6584818,77.0087072
1195,1195,incident_12308, SEXUAL HARASSMENT ," A middle aged guy groped me in bus  
						  More Information »
« Less Information
",2018-12-15 18:00:00,"75, Pollachi - Udumalpet Rd, Puliampatti, Pollachi, Tamil Nadu 642001, India",Touching /Groping,10.6584818,77.0087072
1196,1196,incident_12307, SEXUAL HARASSMENT ," A middle aged guy groped in bus  
						  More Information »
« Less Information
",2018-12-15 18:00:00,"75, Pollachi - Udumalpet Rd, Puliampatti, Pollachi, Tamil Nadu 642001, India",Touching /Groping,10.6584818,77.0087072
1197,1197,incident_12225, sexual harassment ," In our school there is a male teacher who follows pupils and starts touching them  
						  More Information »
« Less Information
",2018-12-08 13:00:00,"Kibera, Nairobi, Kenya",Sexual Invites,-1.3114845,36.7879475
1198,1198,incident_12224, sexual harassment ," There is a girl who loves having sex and getting paid then she buys sweets for us but she wants to stop the habit ,what should she do?  
						  More Information »
« Less Information
",2018-12-08 13:00:00,"Kibera, Nairobi, Kenya",Others,-1.3114845,36.7879475
1199,1199,incident_12223, sexual harassment ," I have a boyfriend who likes touching me every time have been sent to the shop and tells me to go to his place , I don't like what he is doing...  
						  More Information »
« Less Information
",2018-12-08 13:00:00,"Kibera, Nairobi, Kenya",Touching /Groping,-1.3114845,36.7879475
1200,1200,incident_12222, sexual harassment ," There are boys who like disturbing me and touching my private parts  
						  More Information »
« Less Information
",2018-12-08 13:00:00,"Kibera, Nairobi, Kenya",Touching /Groping,-1.3114845,36.7879475
1201,1201,incident_12221, saying ," I always feel shy when I pass past boys  
						  More Information »
« Less Information
",2018-12-08 12:49:00,"Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
1202,1202,incident_12220, sexual harassment ," If a boy insists in having sex with you what should you do?  
						  More Information »
« Less Information
",2018-12-08 12:49:00,"Kibera, Nairobi, Kenya",Others,-1.3114845,36.7879475
1203,1203,incident_12219, saying ," There is a boy who tried to kiss me and i accepted  
						  More Information »
« Less Information
",2018-12-08 12:49:00,"Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
1204,1204,incident_12217, saying ," There is a boy who is disturbing me  
						  More Information »
« Less Information
",2018-12-08 12:49:00,"Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
1205,1205,incident_12216, asking ," Is it healthy to have sex while still in your menstrual cycle?  
						  More Information »
« Less Information
",2018-12-08 12:49:00,"Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
1206,1206,incident_12215, sexual harassment ," There was a girl who went to study at her friends house ,the friend went out to buy food then a man who pretended to be the headteachers brother...  
						  More Information »
« Less Information
",2018-12-08 12:49:00,"Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.3114845,36.7879475
1207,1207,incident_12211, sexual harassment ," I have a friend who was raped and she now has a child ,she needs advice  
						  More Information »
« Less Information
",2018-12-08 12:49:00,"Kibera, Nairobi, Kenya",Rape / Sexual Assault,-1.3114845,36.7879475
1208,1208,incident_12209, asking ," If a boy hugs you inappropriately what should you do?  
						  More Information »
« Less Information
",2018-12-08 12:49:00,"Kibera, Nairobi, Kenya",Commenting,-1.3114845,36.7879475
